Name #1,Name #2,Event,Location,Stadt,Type,Year,Channel,Uploaded,URL,Views,ID,hidden,Processed
Notyzze,Kiruma,,,,Accapella,2025,DLTLLY,2025-01-12,https://www.youtube.com/watch?v=IIUieRMUmxo,6195,IIUieRMUmxo,Interview BORA Duisburg,
CUBSAOUI,WATNKERL,,,,Accapella,2025,FOB,2025-01-10,https://www.youtube.com/watch?v=qpFKueKM-Bs,4489,qpFKueKM-Bs,RAP BATTLE,
Despo,LAZLO MXRPHINE,,,,On Beat,2025,DLTLLY,2025-01-09,https://www.youtube.com/watch?v=w9fzWlAcwio,13342,w9fzWlAcwio,Full   Duisburg,
Mighty P,Duff,,,,Accapella,2024,DLTLLY,2025-01-05,https://www.youtube.com/watch?v=iP82Tmhs7QA,19747,iP82Tmhs7QA,  Duisburg 2024,
YUNA L,LUG,,,,Accapella,2025,FOB,2025-01-03,https://www.youtube.com/watch?v=kmIj06LSgh8,10405,kmIj06LSgh8,RAP BATTLE,
Zeptah,Shorteh Taunton,,,,On Beat,2025,DLTLLY,2025-01-02,https://www.youtube.com/watch?v=p36W5ErNVMs,11051,p36W5ErNVMs,Full Live   Feel Festival,
Ryko J,Nastic,,,,Accapella,2024,DLTLLY,2024-12-29,https://www.youtube.com/watch?v=r1gs-4umHNM,20703,r1gs-4umHNM,  Duisburg,
MUSIO,TAO,,,,Accapella,2024,FOB,2024-12-27,https://www.youtube.com/watch?v=H7fxAgomU4g,9196,H7fxAgomU4g,RAP BATTLE,
CSN Galactico & Nastic,Shizu & Morgana,,,,On Beat,2024,DLTLLY,2024-12-26,https://www.youtube.com/watch?v=jv29TjM8rpI,14047,jv29TjM8rpI,Live   Splash Festival 2024,
OREGANO,NATALI,,,,Accapella,2024,FOB,2024-12-24,https://www.youtube.com/watch?v=Hv3vSoclkiU,34801,Hv3vSoclkiU,RAP BATTLE,
Aytee,Davie Jones,,,,Accapella,2024,DLTLLY,2024-12-22,https://www.youtube.com/watch?v=Cte96RAY8Eg,57405,Cte96RAY8Eg,  Duisburg 2024,
KATO,EZRA,,,,Accapella,2024,FOB,2024-12-22,https://www.youtube.com/watch?v=tzoyIe03xrY,19570,tzoyIe03xrY,RAP BATTLE,
CLOCKWORK,PALEIACCI,,,,Accapella,2024,FOB,2024-12-21,https://www.youtube.com/watch?v=iVFXKkpYfIs,5406,iVFXKkpYfIs,LEVEL UP FINALE,
JOSEPH STEINSCHLEUDER,CSN GALACTICO,,,,Accapella,2024,FOB,2024-12-20,https://www.youtube.com/watch?v=bJ8227BsnDk,44426,bJ8227BsnDk,RAP BATTLE,
MATTIS,CRAZYO,,,,Accapella,2024,FOB,2024-12-19,https://www.youtube.com/watch?v=h7mOdHjhmKY,3929,h7mOdHjhmKY,RAP BATTLE,
Karanova,Ano-Nym,,,,On Beat,2024,DLTLLY,2024-12-19,https://www.youtube.com/watch?v=DHK_5lqwzJY,27535,DHK_5lqwzJY, splashfest  2024,
FYNN,SACHMA,,,,Accapella,2024,FOB,2024-12-18,https://www.youtube.com/watch?v=_djYJf_aEMc,4621,_djYJf_aEMc,RAP BATTLE,
BDAD,STEEL,,,,Accapella,2024,FOB,2024-12-16,https://www.youtube.com/watch?v=P3N0ynzvueM,14932,P3N0ynzvueM,RAP BATTLE,
Freekno,Gerro,,,,Accapella,2024,DLTLLY,2024-12-15,https://www.youtube.com/watch?v=9gqaV2Oygk8,12580,9gqaV2Oygk8,  Duisburg,
DANNY DEADWEIGHT,HERR SÖREN,,,,Accapella,2024,FOB,2024-12-15,https://www.youtube.com/watch?v=LH8Jm328qJ8,6501,LH8Jm328qJ8,RAP BATTLE,
PAPI SCHLAUCH,SIZYPHOS,,,,Accapella,2024,FOB,2024-12-13,https://www.youtube.com/watch?v=yTCdd3uhIFw,50302,yTCdd3uhIFw,RAP BATTLE,
P-HAZE,SID,,,,Accapella,2024,FOB,2024-12-09,https://www.youtube.com/watch?v=qDRNB1U0k0Y,2276,qDRNB1U0k0Y,RAP BATTLE,
Tobi High,Karma,,,,Accapella,2024,DLTLLY,2024-12-08,https://www.youtube.com/watch?v=Qfi3sqsUs-Y,15014,Qfi3sqsUs-Y,&amp; Interview Splash Festival 2024,
CRAZE,HIDING JOHN,,,,Accapella,2024,FOB,2024-12-06,https://www.youtube.com/watch?v=XwzQlYQviOY,67524,XwzQlYQviOY,RAP BATTLE,
EIN LETZTES MAL: Yarambo,Meidi,,,,Accapella,2024,DLTLLY,2024-12-04,https://www.youtube.com/watch?v=-dUVckiODDg,25585,-dUVckiODDg,07. Dezember Festsaal Kreuzberg SOLD OUT,
Bong Teggy,Fate,,,,On Beat,2024,DLTLLY,2024-12-01,https://www.youtube.com/watch?v=uwVdRxPLKtk,34008,uwVdRxPLKtk,  Feel Festival,
VYRUS,MORGANA,,,,Accapella,2024,FOB,2024-11-29,https://www.youtube.com/watch?v=9YCHMLzIcus,19780,9YCHMLzIcus,RAP BATTLE,
Joseph Steinschleuder,BanDan,,,,On Beat,2024,DLTLLY,2024-11-28,https://www.youtube.com/watch?v=GV0mRT9rTv0,18555,GV0mRT9rTv0,  Feel Festival,
Ferry & Duzoe,Sizyphos & Fate,,,,On Beat,2024,DLTLLY,2024-11-24,https://www.youtube.com/watch?v=fZyWsFSPtxE,39378,fZyWsFSPtxE,2on2   Splash,
3 &quot;ZINZITYS&quot;,NATALI,,,,Accapella,2024,FOB,2024-11-24,https://www.youtube.com/watch?v=AnW-N-13mEk,9902,AnW-N-13mEk,RAP BATTLE,
KARANOVA,STEEL,,,,Accapella,2024,FOB,2024-11-22,https://www.youtube.com/watch?v=hCjCg8iUEiM,17101,hCjCg8iUEiM,RAP BATTLE,
Kid Soldier,Lyrico,,,,Accapella,2024,DLTLLY,2024-11-21,https://www.youtube.com/watch?v=rh_32fJVF_Y,19811,rh_32fJVF_Y,&amp; Interview Splash Festival,
Freestyle Turnier 4/7: Fate,Shizu,,,,Accapella,2024,DLTLLY,2024-11-19,https://www.youtube.com/watch?v=9W-6Wv-_xC0,8662,9W-6Wv-_xC0,Vorrunde B-DAY 11,
DER KATER,JAMAIKA KLAUS,,,,Accapella,2024,FOB,2024-11-17,https://www.youtube.com/watch?v=znyQsdCEmYA,3777,znyQsdCEmYA,RAP BATTLE,
Bong Teggy,Hiding John,,,,Accapella,2024,DLTLLY,2024-11-17,https://www.youtube.com/watch?v=-XMBtTEwHcc,108101,-XMBtTEwHcc,  Bday 11,
Bong Teggy,Hiding John,,,,Accapella,2024,DLTLLY,2024-11-17,https://www.youtube.com/watch?v=B4qGn4U-Ju4,13526,B4qGn4U-Ju4,Interview Event Name oder Stadt,
FABS,YOUNG KENNEDY,,,,Accapella,2024,FOB,2024-11-15,https://www.youtube.com/watch?v=jyYNsrDR9BQ,8278,jyYNsrDR9BQ,RAP BATTLE,
TICC,GEORGIE,,,,Accapella,2024,FOB,2024-11-10,https://www.youtube.com/watch?v=mxTayKYnmQk,3394,mxTayKYnmQk,RAP BATTLE,
LuckyLily & Sh@wdy Sh@f,Shizu & Morgana,,,,On Beat,2024,DLTLLY,2024-11-10,https://www.youtube.com/watch?v=YeUReNWt9ho,60514,YeUReNWt9ho,Battle + Interview Feel Festival,
KIRUMA,TOKZ,,,,Accapella,2024,FOB,2024-11-08,https://www.youtube.com/watch?v=hRe2Ze0d9oY,7601,hRe2Ze0d9oY,RAP BATTLE,
Moonshadow,Riesenlauch,,,,Accapella,2024,DLTLLY,2024-11-07,https://www.youtube.com/watch?v=4TPCafzSUg4,7594,4TPCafzSUg4,  Proving Grounds,
Freestyle Turnier 3/7: Papi Schlauch,Yuah,,,,Accapella,2024,DLTLLY,2024-11-05,https://www.youtube.com/watch?v=HMzkYuFqc-Q,12954,HMzkYuFqc-Q,Vorrunde B-DAY 11,
Cashisclay & 4Tune,Freezy & Vyrus,,,,Accapella,2024,DLTLLY,2024-11-03,https://www.youtube.com/watch?v=mmcJqPP9m8c,32244,mmcJqPP9m8c,#ERROR!,
LAVAŞ,CUBSAOUI,,,,Accapella,2024,FOB,2024-11-03,https://www.youtube.com/watch?v=DiDEe5uvyaU,4637,DiDEe5uvyaU,RAP BATTLE,
ZATO,HEYZEN,,,,Accapella,2024,FOB,2024-11-01,https://www.youtube.com/watch?v=Eu2QW0x-9A0,3063,Eu2QW0x-9A0,RAP BATTLE,
Mattis & Sid,Aladin & Natali,,,,Accapella,2024,DLTLLY,2024-10-31,https://www.youtube.com/watch?v=c05Xip_nkxM,7284,c05Xip_nkxM,2on2  Proving Grounds,
Freestyle Turnier 2/7: Nastic,Mighty P,,,,Accapella,2024,DLTLLY,2024-10-29,https://www.youtube.com/watch?v=KYCo-Z656io,9896,KYCo-Z656io,Vorrunde B-DAY 11,2024-10-31T00:40:22.269-04:00
Oregano,Karanova,,,,Accapella,2024,DLTLLY,2024-10-27,https://www.youtube.com/watch?v=OQVvKIQSGAc,49016,OQVvKIQSGAc,  Bday 11,2024-10-28T00:47:37.561-04:00
Oregano,Karanova,,,,Accapella,2024,DLTLLY,2024-10-27,https://www.youtube.com/watch?v=IYFcf4pRKCM,8578,IYFcf4pRKCM,Interview Bday 11,2024-10-28T00:47:37.564-04:00
SHADYX,HOODOO,,,,Accapella,2024,FOB,2024-10-27,https://www.youtube.com/watch?v=BKtyaBhlrKk,2575,BKtyaBhlrKk,RAP BATTLE,2024-10-28T12:47:37.070-04:00
BURST & T-WAY,DER SERGEANT & EZRA,,,,Accapella,2024,FOB,2024-10-25,https://www.youtube.com/watch?v=8kr6kd2gUkI,4083,8kr6kd2gUkI,RAP BATTLE,2024-10-26T13:13:45.896-04:00
Der Sergeant,Capco Jones,,,,Accapella,2024,DLTLLY,2024-10-24,https://www.youtube.com/watch?v=VxEGTR28vXE,9329,VxEGTR28vXE,  Proving Grounds,2024-10-25T13:13:45.438-04:00
Freestyle Turnier 1/7: Joseph Steinschleuder,N&#39;Antinein,,,,Accapella,2024,DLTLLY,2024-10-22,https://www.youtube.com/watch?v=awJH7gu-mXo,16334,awJH7gu-mXo,Vorrunde B-DAY 11,2024-10-23T13:13:45.762-04:00
Kid Soldier,Requiem,,,,Accapella,2024,DLTLLY,2024-10-20,https://www.youtube.com/watch?v=6Ef4eIXn3iI,29496,6Ef4eIXn3iI,  BDay 11,2024-10-22T13:13:45.186-04:00
JILLY,LUG,,,,Accapella,2024,FOB,2024-10-20,https://www.youtube.com/watch?v=H33I5G3bHdo,2738,H33I5G3bHdo,RAP BATTLE,2024-10-21T13:13:44.937-04:00
Kid Soldier,Requiem,,,,Accapella,2024,DLTLLY,2024-10-20,https://www.youtube.com/watch?v=0Ps66ihY4P4,3742,0Ps66ihY4P4,Interview BDay 11,2024-10-21T13:13:44.937-04:00
PALEIACCI,FAIVEL,,,,Accapella,2024,FOB,2024-10-18,https://www.youtube.com/watch?v=LCS1uMgU5no,6807,LCS1uMgU5no,RAP BATTLE,2024-10-19T13:13:44.452-04:00
CLOCKWORK,PALEIACCI,,,,Accapella,2024,FOB,2024-10-16,https://www.youtube.com/watch?v=JCWqh80-yYQ,1822,JCWqh80-yYQ,TEASER LEVEL UP FINALE,2024-10-17T13:13:44.416-04:00
CLOCKWORK,KRISO,,,,Accapella,2024,FOB,2024-10-13,https://www.youtube.com/watch?v=XPg7-YRYs-0,5179,XPg7-YRYs-0,RAP BATTLE,2024-10-14T13:13:45.727-04:00
Fate,Bayze,,,,Accapella,2024,DLTLLY,2024-10-13,https://www.youtube.com/watch?v=PO9Fv7MYRx4,25044,PO9Fv7MYRx4,#ERROR!,2024-10-14T13:13:45.729-04:00
FREEKNO,CELUNE,,,,Accapella,2024,FOB,2024-10-11,https://www.youtube.com/watch?v=XTbwRNMD4f8,15716,XTbwRNMD4f8,RAP BATTLE,2024-10-12T13:13:44.677-04:00
S-Staticx,Dascha,,,,Accapella,2024,DLTLLY,2024-10-10,https://www.youtube.com/watch?v=bw0R9iSxx30,11422,bw0R9iSxx30,#ERROR!,2024-10-12T13:13:44.678-04:00
Yarambo,Mc Geuner,,,,Accapella,2024,DLTLLY,2024-10-06,https://www.youtube.com/watch?v=VUm9SSe15rA,56435,VUm9SSe15rA,  München,2024-10-06T13:13:45.104-04:00
Yarambo,Mc Geuner,,,,Accapella,2024,DLTLLY,2024-10-06,https://www.youtube.com/watch?v=dG-NXwKzz0I,6167,dG-NXwKzz0I,Interview München,2024-10-06T13:13:45.108-04:00
SCHLAWINOR,PESC,,,,Accapella,2024,FOB,2024-10-06,https://www.youtube.com/watch?v=pt4vLRUCPp4,4249,pt4vLRUCPp4,RAP BATTLE,2024-10-07T13:13:44.839-04:00
LAVAŞ,WINK,,,,Accapella,2024,FOB,2024-10-04,https://www.youtube.com/watch?v=avYJLB-3MB0,3522,avYJLB-3MB0,RAP BATTLE,2024-10-05T15:41:07.857-04:00
Karanova,N&#39;Antinein,,,,Accapella,2024,DLTLLY,2024-09-29,https://www.youtube.com/watch?v=jshtk1lHnSw,3530,jshtk1lHnSw,Interview München,2024-09-29T04:27:37.915-04:00
N&#39;Antinein,Karanova,,,,Accapella,2024,DLTLLY,2024-09-29,https://www.youtube.com/watch?v=IKwLwUyWO6A,28877,IKwLwUyWO6A,  München,2024-09-29T04:27:37.916-04:00
MALIK,SIC68,,,,Accapella,2024,FOB,2024-09-29,https://www.youtube.com/watch?v=zOx16rImWoA,2764,zOx16rImWoA,RAP BATTLE,2024-09-30T04:11:25.874-04:00
DAVID ARDOR,BARETTA,,,,Accapella,2024,FOB,2024-09-27,https://www.youtube.com/watch?v=lcLaJCLDByE,4631,lcLaJCLDByE,RAP BATTLE,2024-09-29T04:27:37.916-04:00
Onkel Fränk,Drunk,,,,Accapella,2024,DLTLLY,2024-09-24,https://www.youtube.com/watch?v=Po2-Ba8ug9I,8073,Po2-Ba8ug9I,#ERROR!,2024-09-25T04:11:27.253-04:00
Neilz,Davie Jones,,,,Accapella,2024,DUDL,2024-09-22,https://www.youtube.com/watch?v=fB5JK8nZ4pw,28519,fB5JK8nZ4pw,D&amp;DL,2024-09-23T04:11:34.582-04:00
DADDA,MAZZIKANER,,,,Accapella,2024,FOB,2024-09-22,https://www.youtube.com/watch?v=xuMwrAwxjuM,7299,xuMwrAwxjuM,RAP BATTLE,2024-09-23T04:11:34.582-04:00
Hiding John,Kid Soldier,,,,Accapella,2024,DLTLLY,2024-09-22,https://www.youtube.com/watch?v=GQcwz2t0yJA,50271,GQcwz2t0yJA,Bad Bars  München,2024-09-23T04:11:34.582-04:00
Hiding John,Kid Soldier,,,,Accapella,2024,DLTLLY,2024-09-22,https://www.youtube.com/watch?v=BHgMmZaslMM,8674,BHgMmZaslMM,Interview München,2024-09-23T04:11:34.582-04:00
KIRUMA,MOODY,,,,Accapella,2024,FOB,2024-09-20,https://www.youtube.com/watch?v=D5UKLm3tSj4,15917,D5UKLm3tSj4,FSK 0 BATTLE,2024-09-21T04:11:32.429-04:00
DANNY DEADWEIGHT,ROOL,,,,Accapella,2024,FOB,2024-09-15,https://www.youtube.com/watch?v=eJic21oJAKo,3988,eJic21oJAKo,RAP BATTLE,2024-09-16T04:11:35.894-04:00
Craze,Liuz,,,,On Beat,2024,DLTLLY,2024-09-15,https://www.youtube.com/watch?v=5JMXVlNWVdI,24635,5JMXVlNWVdI,#ERROR!,2024-09-16T04:11:35.895-04:00
PATO G,YUAH,,,,Accapella,2024,FOB,2024-09-13,https://www.youtube.com/watch?v=Ht2ioZWrWJw,4504,Ht2ioZWrWJw,FINALE,2024-09-14T04:11:31.813-04:00
Punjizz,Shizu aka. DeeLah,,,,Accapella,2024,DLTLLY,2024-09-12,https://www.youtube.com/watch?v=LLmwMQb1CQI,15392,LLmwMQb1CQI,#ERROR!,2024-09-13T04:11:29.678-04:00
NOTYZZE,YAAMANN (Battle um Platz 3),,,,Accapella,2024,FOB,2024-09-10,https://www.youtube.com/watch?v=2Z3LaxE89EI,3446,2Z3LaxE89EI,FREESTYLE TURNIER,2024-09-11T04:11:27.943-04:00
Morgana,Jeystone,,,,Accapella,2024,DUDL,2024-09-08,https://www.youtube.com/watch?v=3wGCnFTZFzs,7915,3wGCnFTZFzs,D&amp;DL,2024-09-09T09:53:18.733-04:00
Joseph Steinschleuder,Davie Jones,,,,Accapella,2024,DLTLLY,2024-09-08,https://www.youtube.com/watch?v=6ommjEnW9vI,40469,6ommjEnW9vI,#ERROR!,2024-09-09T09:53:18.733-04:00
Rool,Dyas,,,,Accapella,2024,DLTLLY,2024-09-05,https://www.youtube.com/watch?v=jagpHG4EWME,6394,jagpHG4EWME,#ERROR!,2024-09-06T09:53:19.133-04:00
Kato,SnakeHeadRhyme,,,,Accapella,2024,DLTLLY,2024-09-01,https://www.youtube.com/watch?v=topFWR2QQZo,4346,topFWR2QQZo,Interview München,2024-09-03T09:53:19.069-04:00
T-Way,Gerro,,,,Accapella,2024,DUDL,2024-09-01,https://www.youtube.com/watch?v=z-q8BX6Mxrs,7919,z-q8BX6Mxrs,D&amp;DL,2024-09-03T09:53:19.066-04:00
Kato,SnakeHeadRhyme,,,,Accapella,2024,DLTLLY,2024-09-01,https://www.youtube.com/watch?v=68QK0Kf8Lck,38820,68QK0Kf8Lck,  München,2024-09-03T09:53:19.069-04:00
Baretta,Herr Sören,,,,Accapella,2024,DLTLLY,2024-08-29,https://www.youtube.com/watch?v=kcm0rdCOar4,8874,kcm0rdCOar4,#ERROR!,2024-09-03T09:53:19.070-04:00
InzaneMane,Leon Vinyard,,,,Accapella,2024,DUDL,2024-08-25,https://www.youtube.com/watch?v=115Cl3vTrPM,5372,115Cl3vTrPM,D&amp;DL,2024-08-25T16:43:44.733-04:00
Ilhan,Kitana,,,,On Beat,2024,DLTLLY,2024-08-25,https://www.youtube.com/watch?v=AtqetyTbheI,39976,AtqetyTbheI,#ERROR!,2024-08-25T16:43:44.735-04:00
JEPAIN,A-RON,,,,Accapella,2024,FOB,2024-08-23,https://www.youtube.com/watch?v=XrEZxw8z5bM,5755,XrEZxw8z5bM,RAP BATTLE,2024-08-25T16:43:44.735-04:00
Notyzze,Lyrico,,,,On Beat,2024,DLTLLY,2024-08-22,https://www.youtube.com/watch?v=Tgmq3_4RhjE,25986,Tgmq3_4RhjE,#ERROR!,2024-08-23T13:43:21.152-04:00
Ezra,Jilly,,,,Accapella,2024,DUDL,2024-08-18,https://www.youtube.com/watch?v=q8bh5WVlnew,3874,q8bh5WVlnew,D&amp;DL,2024-08-19T10:11:42.006-04:00
DANNY DEADWEIGHT,ONKEL FRÄNK,,,,Accapella,2024,FOB,2024-08-18,https://www.youtube.com/watch?v=Mkz8nufAVUo,5264,Mkz8nufAVUo,RAP BATTLE,2024-08-25T16:43:44.735-04:00
Meidi,Craze,,,,Accapella,2024,DLTLLY,2024-08-17,https://www.youtube.com/watch?v=-iUQflbZjj4,121138,-iUQflbZjj4,  MAYhem #7,2024-08-19T10:11:42.007-04:00
Meidi,Craze,,,,Accapella,2024,DLTLLY,2024-08-17,https://www.youtube.com/watch?v=vnq0PZiNHpM,21892,vnq0PZiNHpM,Interview MAYhem #7,2024-08-19T10:11:42.007-04:00
MC COLOGNE & PATO G,REQUIEM & FROZEN,,,,Accapella,2024,FOB,2024-08-16,https://www.youtube.com/watch?v=TWJGch9t_tk,8988,TWJGch9t_tk,RAP BATTLE,2024-08-25T16:43:44.735-04:00
FraxOne,Georgie,,,,Accapella,2024,DUDL,2024-08-11,https://www.youtube.com/watch?v=WQKX9rMwfPs,3547,WQKX9rMwfPs,D&amp;DL,2024-08-12T10:11:41.543-04:00
Ssynic,Tobi High,,,,Accapella,2024,DLTLLY,2024-08-11,https://www.youtube.com/watch?v=_2mNNkIfRww,199570,_2mNNkIfRww,  MAYhem #7,2024-08-12T10:11:41.546-04:00
Ssynic,Tobi High,,,,Accapella,2024,DLTLLY,2024-08-11,https://www.youtube.com/watch?v=uq5t-evaHBs,40849,uq5t-evaHBs,Interview MAYhem #7,2024-08-12T10:11:41.547-04:00
Hiding John,Shizu,,,,Accapella,2024,DLTLLY,2024-08-04,https://www.youtube.com/watch?v=5wYtTi39xh8,10529,5wYtTi39xh8,Interview MAYhem #7,2024-08-04T14:53:21.567-04:00
Hiding John,Shizu,,,,Accapella,2024,DLTLLY,2024-08-04,https://www.youtube.com/watch?v=ZIH7h0e7aWg,65436,ZIH7h0e7aWg,  MAYhem #7,2024-08-04T14:53:21.568-04:00
Requiem,Ilhan,MAYhem 7,Festsaal Kreuzberg,Berlin,Accapella,2024,DLTLLY,2024-07-28,https://www.youtube.com/watch?v=9Po9A8VvDFs,27610,9Po9A8VvDFs,#ERROR!,2024-08-03T02:43:42.998-04:00
VYRUS & FREEZY,SIZYPHOS & SH@WDY SH@F,Co-Event DLTLLY & FOB,Jugendzentrum.Digital Deutz,Köln,Accapella,2024,FOB,2024-07-26,https://www.youtube.com/watch?v=yC4KF5j4SC0,57243,yC4KF5j4SC0,RAP BATTLE,2024-08-03T02:51:37.683-04:00
Quill,Hollow Da Don,MAYhem 7,Festsaal Kreuzberg,Berlin,Accapella,2024,DLTLLY,2024-07-21,https://www.youtube.com/watch?v=L4bqv0Z187s,66145,L4bqv0Z187s,International  + Interview MAYhem #7,2024-08-03T02:48:16.283-04:00
MOODY,EZRA,Co-Event DLTLLY & FOB,Jugendzentrum.Digital Deutz,Köln,Accapella,2024,FOB,2024-07-21,https://www.youtube.com/watch?v=_xZ5PG4OiQ4,4248,_xZ5PG4OiQ4,ONE-ROUNDER,2024-08-03T02:48:16.283-04:00
DAVIE JONES,BDAD,Co-Event DLTLLY & FOB,Kulturbunker Mülheim,Köln,Accapella,2024,FOB,2024-07-19,https://www.youtube.com/watch?v=j0UoUGbmxcQ,30822,j0UoUGbmxcQ,ACAPELLA BATTLE,2024-08-03T02:43:42.859-04:00
HOODOO,GEERAH,Co-Event DLTLLY & FOB,Kulturbunker Mülheim,Köln,Accapella,2024,FOB,2024-07-14,https://www.youtube.com/watch?v=SooZ6KbCv4I,2692,SooZ6KbCv4I,ACAPELLA BATLLE,2024-08-03T02:43:42.859-04:00
Wolff,T-Way,,,,Accapella,2024,DLTLLY,2024-07-14,https://www.youtube.com/watch?v=haDRNN288xI,2949,haDRNN288xI,Co-Event,2024-08-28T04:11:30.470-04:00
Wolff,T-Way,Co-Event DLTLLY & FOB,Kulturbunker Mülheim,Köln,Accapella,2024,DLTLLY,2024-07-14,https://www.youtube.com/watch?v=zOWZq8nG75U,34292,zOWZq8nG75U,Co-Event,2024-08-03T02:43:42.859-04:00
ZEPTAH,REQUIEM,Co-Event DLTLLY & FOB,Jugendzentrum.Digital Deutz,Köln,On Beat,2024,FOB,2024-07-12,https://www.youtube.com/watch?v=EJdpjtbvjEo,11979,EJdpjtbvjEo,ON BEAT BATTLE,2024-08-03T02:43:42.859-04:00
